index,book_id,bookname,title,publisher,publish_date,ISDN,ctfile_sn,ctfile_url,download_url,file_size,downloaded,size_bit,real_size,size_delta,size_delta_ratio
407,503,,第五项修炼 学习型组织的艺术与实践 .彼得.圣吉.修订版.pdf,,,0,402712-218772760,https://webapi.ctfile.com/getfile.php?path=file&f=402712-218772760&passcode=2021&token=false&r=0.8328895705633085&ref=,https://176-ctc-dd.tv002.com/down/156783b16a9c24a0374ba9d9dc52d0cd/%E7%AC%AC%E4%BA%94%E9%A1%B9%E4%BF%AE%E7%82%BC%20%E5%AD%A6%E4%B9%A0%E5%9E%8B%E7%BB%84%E7%BB%87%E7%9A%84%E8%89%BA%E6%9C%AF%E4%B8%8E%E5%AE%9E%E8%B7%B5%20.%E5%BD%BC%E5%BE%97.%E5%9C%A3%E5%90%89.%E4%BF%AE%E8%AE%A2%E7%89%88.pdf?cts=dx-f-D1A34A144A110F189ff&ctp=1A34A144A110&ctt=1619204741&limit=1&spd=35000&ctk=156783b16a9c24a0374ba9d9dc52d0cd&chk=88c45e8854855c8a32b2309024ec46c7-68830595&mtd=1,65.64 MB,1,68828528.64,68830595.0,2066.359999999404,0.0
408,504,,比尔 波特中国文化之旅系列 套装5册 .pdf,,,0,402712-218772875,https://webapi.ctfile.com/getfile.php?path=file&f=402712-218772875&passcode=2021&token=false&r=0.7846856522601275&ref=,https://176-ctc-dd.tv002.com/down/9cdec5e2f4aaf471ef403783bcc78f96/%E6%AF%94%E5%B0%94%20%E6%B3%A2%E7%89%B9%E4%B8%AD%E5%9B%BD%E6%96%87%E5%8C%96%E4%B9%8B%E6%97%85%E7%B3%BB%E5%88%97%20%E5%A5%97%E8%A3%855%E5%86%8C%20.pdf?cts=dx-f-D1A34A144A110Fe667c&ctp=1A34A144A110&ctt=1619204742&limit=1&spd=35000&ctk=9cdec5e2f4aaf471ef403783bcc78f96&chk=e8c29d602bd8c3c4c9d1d58e7bf679c9-26457425&mtd=1,25.23 MB,1,26455572.48,26457425.0,1852.519999999553,0.0
409,505,,最强大脑训练课 越玩越好玩的365个逻辑推理游戏 .pdf,,,0,402712-218772945,https://webapi.ctfile.com/getfile.php?path=file&f=402712-218772945&passcode=2021&token=false&r=0.4835164930394894&ref=,https://176-ctc-dd.tv002.com/down/ea6b00616ab2d2514fc58fb71902b148/%E6%9C%80%E5%BC%BA%E5%A4%A7%E8%84%91%E8%AE%AD%E7%BB%83%E8%AF%BE%20%E8%B6%8A%E7%8E%A9%E8%B6%8A%E5%A5%BD%E7%8E%A9%E7%9A%84365%E4%B8%AA%E9%80%BB%E8%BE%91%E6%8E%A8%E7%90%86%E6%B8%B8%E6%88%8F%20.pdf?cts=dx-f-D1A34A144A110F9010e&ctp=1A34A144A110&ctt=1619204743&limit=1&spd=35000&ctk=ea6b00616ab2d2514fc58fb71902b148&chk=4aa2bb78cc097c75a6d4a4a63e9eeedb-1881253&mtd=1,1.79 MB,1,1876951.04,1881253.0,4301.959999999963,0.0
410,507,,注意力 专注的科学与训练 法 让 菲利普 拉夏.pdf,,,0,402712-218773202,https://webapi.ctfile.com/getfile.php?path=file&f=402712-218773202&passcode=2021&token=false&r=0.9096128029594283&ref=,https://176-ctc-dd.tv002.com/down/ab8b49a34e41c449f56cbbb0b4ab37e0/%E6%B3%A8%E6%84%8F%E5%8A%9B%20%E4%B8%93%E6%B3%A8%E7%9A%84%E7%A7%91%E5%AD%A6%E4%B8%8E%E8%AE%AD%E7%BB%83%20%E6%B3%95%20%E8%AE%A9%20%E8%8F%B2%E5%88%A9%E6%99%AE%20%E6%8B%89%E5%A4%8F.pdf?cts=dx-f-D1A34A144A110F70891&ctp=1A34A144A110&ctt=1619204750&limit=1&spd=35000&ctk=ab8b49a34e41c449f56cbbb0b4ab37e0&chk=6d2c968e73621aa5ec3f3ecdf1254f7c-5886288&mtd=1,5.61 MB,1,5882511.36,5886288.0,3776.6399999996647,0.0
411,508,,玩出你前程 哈佛学生最爱游戏系列 套装书全8册 .pdf,,,0,402712-218773322,https://webapi.ctfile.com/getfile.php?path=file&f=402712-218773322&passcode=2021&token=false&r=0.8424257977293435&ref=,https://176-ctc-dd.tv002.com/down/f2fe5eac39573ccdf3a23a141ec3f0c6/%E7%8E%A9%E5%87%BA%E4%BD%A0%E5%89%8D%E7%A8%8B%20%E5%93%88%E4%BD%9B%E5%AD%A6%E7%94%9F%E6%9C%80%E7%88%B1%E6%B8%B8%E6%88%8F%E7%B3%BB%E5%88%97%20%E5%A5%97%E8%A3%85%E4%B9%A6%E5%85%A88%E5%86%8C%20.pdf?cts=dx-f-D1A34A144A110F8ff0e&ctp=1A34A144A110&ctt=1619204751&limit=1&spd=35000&ctk=f2fe5eac39573ccdf3a23a141ec3f0c6&chk=24ef989119081b0a9025118b099c6559-4205976&mtd=1,4.01 MB,1,4204789.76,4205976.0,1186.2400000002235,0.0
412,509,,破解意识之谜 百科通识文库 苏珊 布莱克莫尔.pdf,,,0,402712-218773521,https://webapi.ctfile.com/getfile.php?path=file&f=402712-218773521&passcode=2021&token=false&r=0.7875999573490039&ref=,https://176-ctc-dd.tv002.com/down/43a65bfeb734fc92e7c8cd225a6a5364/%E7%A0%B4%E8%A7%A3%E6%84%8F%E8%AF%86%E4%B9%8B%E8%B0%9C%20%E7%99%BE%E7%A7%91%E9%80%9A%E8%AF%86%E6%96%87%E5%BA%93%20%E8%8B%8F%E7%8F%8A%20%E5%B8%83%E8%8E%B1%E5%85%8B%E8%8E%AB%E5%B0%94.pdf?cts=dx-f-D1A34A144A110Fc5bf6&ctp=1A34A144A110&ctt=1619204753&limit=1&spd=35000&ctk=43a65bfeb734fc92e7c8cd225a6a5364&chk=14f7b6c3667aafec36014f726a66a8ef-2017352&mtd=1,1.92 MB,1,2013265.92,2017352.0,4086.0800000000745,0.0
413,510,,那些无法拒绝的名篇 章华.pdf,,,0,402712-218775523,https://webapi.ctfile.com/getfile.php?path=file&f=402712-218775523&passcode=2021&token=false&r=0.47496364450558903&ref=,https://176-ctc-dd.tv002.com/down/3fee86b43592d9707e8c2f2749a3fecc/%E9%82%A3%E4%BA%9B%E6%97%A0%E6%B3%95%E6%8B%92%E7%BB%9D%E7%9A%84%E5%90%8D%E7%AF%87%20%E7%AB%A0%E5%8D%8E.pdf?cts=dx-f-D1A34A144A110F68919&ctp=1A34A144A110&ctt=1619204754&limit=1&spd=35000&ctk=3fee86b43592d9707e8c2f2749a3fecc&chk=7225e96a7ce5032f4814f6abb7f0a63f-3339996&mtd=1,3.19 MB,1,3344957.44,3339996.0,-4961.439999999944,-0.0
414,512,,大汗之国 西方眼中的中国 史景迁作品 .pdf,,,0,402712-219433502,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219433502&passcode=2021&token=false&r=0.538782358103389&ref=,https://176-ctc-dd.tv002.com/down/64ee2557b43f3f06270ed065a366ddf6/%E5%A4%A7%E6%B1%97%E4%B9%8B%E5%9B%BD%20%E8%A5%BF%E6%96%B9%E7%9C%BC%E4%B8%AD%E7%9A%84%E4%B8%AD%E5%9B%BD%20%E5%8F%B2%E6%99%AF%E8%BF%81%E4%BD%9C%E5%93%81%20.pdf?cts=dx-f-D1A34A144A110F73bb9&ctp=1A34A144A110&ctt=1619204760&limit=1&spd=35000&ctk=64ee2557b43f3f06270ed065a366ddf6&chk=8e3a4ed86d1e4a05e9d81d93e9dbb111-1667283&mtd=1,1.59 MB,1,1667235.84,1667283.0,47.15999999991618,0.0
415,513,,大实话 历史观察与时政评论的合集.pdf,,,0,402712-219433627,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219433627&passcode=2021&token=false&r=0.40023568578248825&ref=,https://176-ctc-dd.tv002.com/down/b3cebd8d755532ec06ab95126ff6a923/%E5%A4%A7%E5%AE%9E%E8%AF%9D%20%E5%8E%86%E5%8F%B2%E8%A7%82%E5%AF%9F%E4%B8%8E%E6%97%B6%E6%94%BF%E8%AF%84%E8%AE%BA%E7%9A%84%E5%90%88%E9%9B%86.pdf?cts=dx-f-D1A34A144A110Ff11eb&ctp=1A34A144A110&ctt=1619204762&limit=1&spd=35000&ctk=b3cebd8d755532ec06ab95126ff6a923&chk=e47d234eb5da89dd7583d4e6d68c9a31-802592&mtd=1,783.78 KB,1,802590.72,802592.0,1.2800000000279397,0.0
416,514,,大国志 图文书 .pdf,,,0,402712-219433791,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219433791&passcode=2021&token=false&r=0.8227894743807889&ref=,https://176-ctc-dd.tv002.com/down/fba49ea2ccb718f1ed9c7c05742f6b48/%E5%A4%A7%E5%9B%BD%E5%BF%97%20%E5%9B%BE%E6%96%87%E4%B9%A6%20.pdf?cts=dx-f-D1A34A144A110Fbeec0&ctp=1A34A144A110&ctt=1619204763&limit=1&spd=35000&ctk=fba49ea2ccb718f1ed9c7c05742f6b48&chk=dc53fcbbc8cbdc4df15e42e19d716863-13297379&mtd=1,12.68 MB,1,13295943.68,13297379.0,1435.320000000298,0.0
417,515,,大国兴衰 全球化背景下的路线之争.pdf,,,0,402712-219433932,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219433932&passcode=2021&token=false&r=0.9529992233843231&ref=,https://176-ctc-dd.tv002.com/down/3bf023130b2043e986e7546b330626fb/%E5%A4%A7%E5%9B%BD%E5%85%B4%E8%A1%B0%20%E5%85%A8%E7%90%83%E5%8C%96%E8%83%8C%E6%99%AF%E4%B8%8B%E7%9A%84%E8%B7%AF%E7%BA%BF%E4%B9%8B%E4%BA%89.pdf?cts=dx-f-D1A34A144A110F7e3eb&ctp=1A34A144A110&ctt=1619204766&limit=1&spd=35000&ctk=3bf023130b2043e986e7546b330626fb&chk=a995449fe11f9a94d91cc8621ac9cb84-1732551&mtd=1,1.65 MB,1,1730150.4,1732551.0,2400.600000000093,0.0
418,517,,从华夏到中国.pdf,,,0,402712-219434917,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219434917&passcode=2021&token=false&r=0.8653081494549152&ref=,https://176-ctc-dd.tv002.com/down/a20ad78cf1ebeb9017d5a04336d1477c/%E4%BB%8E%E5%8D%8E%E5%A4%8F%E5%88%B0%E4%B8%AD%E5%9B%BD.pdf?cts=dx-f-D1A34A144A110F2a88c&ctp=1A34A144A110&ctt=1619204772&limit=1&spd=35000&ctk=a20ad78cf1ebeb9017d5a04336d1477c&chk=f241e8a85eacacadd209d5b7a390c995-1532875&mtd=1,1.46 MB,1,1530920.96,1532875.0,1954.0400000000373,0.0
419,518,,春秋战国及其对后世中国的影响.pdf,,,0,402712-219435149,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219435149&passcode=2021&token=false&r=0.5434267291276957&ref=,https://176-ctc-dd.tv002.com/down/571ea4a58717a571d235bedcccc3f20b/%E6%98%A5%E7%A7%8B%E6%88%98%E5%9B%BD%E5%8F%8A%E5%85%B6%E5%AF%B9%E5%90%8E%E4%B8%96%E4%B8%AD%E5%9B%BD%E7%9A%84%E5%BD%B1%E5%93%8D.pdf?cts=dx-f-D1A34A144A110F06a87&ctp=1A34A144A110&ctt=1619204773&limit=1&spd=35000&ctk=571ea4a58717a571d235bedcccc3f20b&chk=5a20d1757d73233abbf5e7899248f2dd-1456180&mtd=1,1.39 MB,1,1457520.64,1456180.0,-1340.6399999998976,-0.0
420,519,,知识青年进阶 从有趣到有料再到变厉害 套装全15册 果壳 十五言系列 .pdf,,,0,402712-219436368,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219436368&passcode=2021&token=false&r=0.6368011031401689&ref=,https://176-ctc-dd.tv002.com/down/b2b13c2f3a42e998376f0805d24fdb51/%E7%9F%A5%E8%AF%86%E9%9D%92%E5%B9%B4%E8%BF%9B%E9%98%B6%20%E4%BB%8E%E6%9C%89%E8%B6%A3%E5%88%B0%E6%9C%89%E6%96%99%E5%86%8D%E5%88%B0%E5%8F%98%E5%8E%89%E5%AE%B3%20%E5%A5%97%E8%A3%85%E5%85%A815%E5%86%8C%20%E6%9E%9C%E5%A3%B3%20%E5%8D%81%E4%BA%94%E8%A8%80%E7%B3%BB%E5%88%97%20.pdf?cts=dx-f-D1A34A144A110F5612c&ctp=1A34A144A110&ctt=1619204774&limit=1&spd=35000&ctk=b2b13c2f3a42e998376f0805d24fdb51&chk=f43a881591fbf890b455b1a9f2677806-50693545&mtd=1,48.35 MB,1,50698649.6,50693545.0,-5104.60000000149,-0.0
421,520,,希利尔文史经典 套装共6册 世界历史 世界地理 艺术史 英汉双语版 .pdf,,,0,402712-219437461,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219437461&passcode=2021&token=false&r=0.43496683475706677&ref=,https://176-ctc-dd.tv002.com/down/22a2aabd4b8b9607e2ed424ec473ae63/%E5%B8%8C%E5%88%A9%E5%B0%94%E6%96%87%E5%8F%B2%E7%BB%8F%E5%85%B8%20%E5%A5%97%E8%A3%85%E5%85%B16%E5%86%8C%20%E4%B8%96%E7%95%8C%E5%8E%86%E5%8F%B2%20%E4%B8%96%E7%95%8C%E5%9C%B0%E7%90%86%20%E8%89%BA%E6%9C%AF%E5%8F%B2%20%E8%8B%B1%E6%B1%89%E5%8F%8C%E8%AF%AD%E7%89%88%20.pdf?cts=dx-f-D1A34A144A110F5b035&ctp=1A34A144A110&ctt=1619204775&limit=1&spd=35000&ctk=22a2aabd4b8b9607e2ed424ec473ae63&chk=bddf151275a066fe7db20af272d5a363-30550155&mtd=1,29.13 MB,1,30545018.88,30550155.0,5136.120000001043,0.0
422,522,,c898ac64.pdf,,,0,402712-219626333,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219626333&passcode=2021&token=false&r=0.508983860707044&ref=,https://176-ctc-dd.tv002.com/down/dad52aa160a395df2e162321dc931f74/%E8%83%8C%E7%9D%80%E9%BB%84%E9%87%91%E5%81%9A%E8%B4%BC%20%E6%9D%8E%E9%9D%96%E7%9C%BC%E4%B8%AD%E7%9A%84%E7%9B%B4%E9%94%80%E7%81%B0%E5%B9%95.pdf?cts=dx-f-D1A34A144A110F8b132&ctp=1A34A144A110&ctt=1619204781&limit=1&spd=35000&ctk=dad52aa160a395df2e162321dc931f74&chk=860f616215d2c83eb5b7f2ad0ac38114-24661020&mtd=1,23.52 MB,1,24662507.52,24661020.0,-1487.519999999553,-0.0
423,523,,百度创业内幕.pdf,,,0,402712-219626554,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219626554&passcode=2021&token=false&r=0.9782395145189505&ref=,https://176-ctc-dd.tv002.com/down/dbfc1ecef379cfe4064b7d9476949c70/%E7%99%BE%E5%BA%A6%E5%88%9B%E4%B8%9A%E5%86%85%E5%B9%95.pdf?cts=dx-f-D1A34A144A110Fd638d&ctp=1A34A144A110&ctt=1619204782&limit=1&spd=35000&ctk=dbfc1ecef379cfe4064b7d9476949c70&chk=ec98e84af71eecb9ef1006b6d2bf5857-24307583&mtd=1,23.18 MB,1,24305991.68,24307583.0,1591.320000000298,0.0
424,524,,SPIN销售巨人 理论与实践合集全本.pdf,,,0,402712-219626826,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219626826&passcode=2021&token=false&r=0.620865068178095&ref=,https://176-ctc-dd.tv002.com/down/6867db2c0cf231f47be3e92d5729f839/SPIN%E9%94%80%E5%94%AE%E5%B7%A8%E4%BA%BA%20%E7%90%86%E8%AE%BA%E4%B8%8E%E5%AE%9E%E8%B7%B5%E5%90%88%E9%9B%86%E5%85%A8%E6%9C%AC.pdf?cts=dx-f-D1A34A144A110F4242f&ctp=1A34A144A110&ctt=1619204784&limit=1&spd=35000&ctk=6867db2c0cf231f47be3e92d5729f839&chk=56de3f7a7114d9eac7b317e35a14d860-20071179&mtd=1,19.14 MB,1,20069744.64,20071179.0,1434.359999999404,0.0
425,525,,6923ced3.pdf,,,0,402712-219626852,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219626852&passcode=2021&token=false&r=0.825512959219044&ref=,https://176-ctc-dd.tv002.com/down/228459376acd3f2e0a0fc05e2c665788/%E8%AF%BB%E6%87%82%E4%B8%AD%E5%9B%BD%E5%88%B6%E9%80%A02025.pdf?cts=dx-f-D1A34A144A110F573a6&ctp=1A34A144A110&ctt=1619204785&limit=1&spd=35000&ctk=228459376acd3f2e0a0fc05e2c665788&chk=89ebff52e4aa71668277c172e922f380-2939793&mtd=1,2.80 MB,1,2936012.8,2939793.0,3780.2000000001863,0.0
426,527,,读懂中国改革 1 4册 .pdf,,,0,402712-219627195,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219627195&passcode=2021&token=false&r=0.06860554895778548&ref=,https://176-ctc-dd.tv002.com/down/53aa1092bcf5767a6354ec30dd761273/%E8%AF%BB%E6%87%82%E4%B8%AD%E5%9B%BD%E6%94%B9%E9%9D%A9%201%204%E5%86%8C%20.pdf?cts=dx-f-D1A34A144A110Ff8eb2&ctp=1A34A144A110&ctt=1619204791&limit=1&spd=35000&ctk=53aa1092bcf5767a6354ec30dd761273&chk=7ddeea824b00a8e97c0dd4b9751470ce-4798972&mtd=1,4.58 MB,1,4802478.08,4798972.0,-3506.0800000000745,-0.0
427,528,,动作会说话.不可思议的微反应心理学 .弋阳.扫描版.pdf,,,0,402712-219627323,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219627323&passcode=2021&token=false&r=0.37842254535080466&ref=,https://176-ctc-dd.tv002.com/down/80482889df3fa64ecf4912bc4687dcb3/%E5%8A%A8%E4%BD%9C%E4%BC%9A%E8%AF%B4%E8%AF%9D.%E4%B8%8D%E5%8F%AF%E6%80%9D%E8%AE%AE%E7%9A%84%E5%BE%AE%E5%8F%8D%E5%BA%94%E5%BF%83%E7%90%86%E5%AD%A6%20.%E5%BC%8B%E9%98%B3.%E6%89%AB%E6%8F%8F%E7%89%88.pdf?cts=dx-f-D1A34A144A110F657cc&ctp=1A34A144A110&ctt=1619204792&limit=1&spd=35000&ctk=80482889df3fa64ecf4912bc4687dcb3&chk=c71f07e1a16390c9977fb66965d0fa5d-17138970&mtd=1,16.34 MB,1,17133731.84,17138970.0,5238.160000000149,0.0
428,529,,从零开始做运营 运营是什么 如何做运营.pdf,,,0,402712-219627557,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219627557&passcode=2021&token=false&r=0.33813891236915616&ref=,https://176-ctc-dd.tv002.com/down/390522f703d1df26c5deb4f4e7f594de/%E4%BB%8E%E9%9B%B6%E5%BC%80%E5%A7%8B%E5%81%9A%E8%BF%90%E8%90%A5%20%E8%BF%90%E8%90%A5%E6%98%AF%E4%BB%80%E4%B9%88%20%E5%A6%82%E4%BD%95%E5%81%9A%E8%BF%90%E8%90%A5.pdf?cts=dx-f-D1A34A144A110Fda305&ctp=1A34A144A110&ctt=1619204793&limit=1&spd=35000&ctk=390522f703d1df26c5deb4f4e7f594de&chk=6c794feac438c08934c98ecb5f328af8-41462243&mtd=1,39.54 MB,1,41460695.04,41462243.0,1547.960000000894,0.0
429,530,,白手起家 餐饮开店全程实战手册.pdf,,,0,402712-219627709,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219627709&passcode=2021&token=false&r=0.6324640563084405&ref=,https://176-ctc-dd.tv002.com/down/f18db3fee14548e8b041c423cee667ad/%E7%99%BD%E6%89%8B%E8%B5%B7%E5%AE%B6%20%E9%A4%90%E9%A5%AE%E5%BC%80%E5%BA%97%E5%85%A8%E7%A8%8B%E5%AE%9E%E6%88%98%E6%89%8B%E5%86%8C.pdf?cts=dx-f-D1A34A144A110F482fb&ctp=1A34A144A110&ctt=1619204794&limit=1&spd=35000&ctk=f18db3fee14548e8b041c423cee667ad&chk=f257734c97a909f2f28d53b6f79256fb-13290402&mtd=1,12.67 MB,1,13285457.92,13290402.0,4944.0800000000745,0.0
430,532,,互联网 网络营销推广实战宝典.pdf,,,0,402712-219628053,https://webapi.ctfile.com/getfile.php?path=file&f=402712-219628053&passcode=2021&token=false&r=0.5866630926820963&ref=,https://176-ctc-dd.tv002.com/down/c5b5bc240f4224f12c5a7305d3fd1b47/%E4%BA%92%E8%81%94%E7%BD%91%20%E7%BD%91%E7%BB%9C%E8%90%A5%E9%94%80%E6%8E%A8%E5%B9%BF%E5%AE%9E%E6%88%98%E5%AE%9D%E5%85%B8.pdf?cts=dx-f-D1A34A144A110F3653e&ctp=1A34A144A110&ctt=1619204800&limit=1&spd=35000&ctk=c5b5bc240f4224f12c5a7305d3fd1b47&chk=4f317fd4023effa2f49adb83b790d50a-41438160&mtd=1,39.52 MB,1,41439723.52,41438160.0,-1563.5200000032783,-0.0
431,533,,跟任何人都聊得来.pdf,,,0,402712-220079092,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220079092&passcode=2021&token=false&r=0.02886199251266519&ref=,https://176-ctc-dd.tv002.com/down/6ae8c351eccb653ad8e638f97d6b9237/%E8%B7%9F%E4%BB%BB%E4%BD%95%E4%BA%BA%E9%83%BD%E8%81%8A%E5%BE%97%E6%9D%A5.pdf?cts=dx-f-D1A34A144A110F29caf&ctp=1A34A144A110&ctt=1619204801&limit=1&spd=35000&ctk=6ae8c351eccb653ad8e638f97d6b9237&chk=291af49e70155a4f80e3b4f94506f10d-745652&mtd=1,728.18 KB,1,745656.32,745652.0,-4.319999999948777,-0.0
432,534,,哈佛商学经典译丛 服务利润链.pdf,,,0,402712-220079483,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220079483&passcode=2021&token=false&r=0.8382657466888239&ref=,https://176-ctc-dd.tv002.com/down/b8f863513b66e758e10d14e8cd613308/%E5%93%88%E4%BD%9B%E5%95%86%E5%AD%A6%E7%BB%8F%E5%85%B8%E8%AF%91%E4%B8%9B%20%E6%9C%8D%E5%8A%A1%E5%88%A9%E6%B6%A6%E9%93%BE.pdf?cts=dx-f-D1A34A144A110F6201b&ctp=1A34A144A110&ctt=1619204803&limit=1&spd=35000&ctk=b8f863513b66e758e10d14e8cd613308&chk=6c5b08703b9ffdb1f897100abb669c6f-7129094&mtd=1,6.80 MB,1,7130316.8,7129094.0,-1222.7999999998137,-0.0
433,535,,公司 对利润与权力的病态追求 加拿大 乔尔 巴肯着.pdf,,,0,402712-220081712,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220081712&passcode=2021&token=false&r=0.32258147446308627&ref=,https://176-ctc-dd.tv002.com/down/5769ea8b5bf1e14a36911687628419fb/%E5%85%AC%E5%8F%B8%20%E5%AF%B9%E5%88%A9%E6%B6%A6%E4%B8%8E%E6%9D%83%E5%8A%9B%E7%9A%84%E7%97%85%E6%80%81%E8%BF%BD%E6%B1%82%20%E5%8A%A0%E6%8B%BF%E5%A4%A7%20%E4%B9%94%E5%B0%94%20%E5%B7%B4%E8%82%AF%E7%9D%80.pdf?cts=dx-f-D1A34A144A110F501eb&ctp=1A34A144A110&ctt=1619204804&limit=1&spd=35000&ctk=5769ea8b5bf1e14a36911687628419fb&chk=c573e38f8a5d42711825d5331237d439-4088817&mtd=1,3.90 MB,1,4089446.4,4088817.0,-629.3999999999069,-0.0
434,537,,巅峰追光者 阿刘.pdf,,,0,402712-220088005,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220088005&passcode=2021&token=false&r=0.6782006056099333&ref=,https://176-ctc-dd.tv002.com/down/df6198df904a175247fb8ef99dcd75fc/%E5%B7%85%E5%B3%B0%E8%BF%BD%E5%85%89%E8%80%85%20%E9%98%BF%E5%88%98.pdf?cts=dx-f-D1A34A144A110F0be75&ctp=1A34A144A110&ctt=1619204810&limit=1&spd=35000&ctk=df6198df904a175247fb8ef99dcd75fc&chk=36866bc7e7761e85bf398c06287705ed-21301492&mtd=1,20.31 MB,1,21296578.56,21301492.0,4913.440000001341,0.0
435,538,,国家为什么会崩溃.pdf,,,0,402712-220088242,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220088242&passcode=2021&token=false&r=0.2830176853337565&ref=,https://176-ctc-dd.tv002.com/down/71ab379a6117459906e7dfe8e317f9ac/%E5%9B%BD%E5%AE%B6%E4%B8%BA%E4%BB%80%E4%B9%88%E4%BC%9A%E5%B4%A9%E6%BA%83.pdf?cts=dx-f-D1A34A144A110F67a1d&ctp=1A34A144A110&ctt=1619204811&limit=1&spd=35000&ctk=71ab379a6117459906e7dfe8e317f9ac&chk=b99b50b030fc1e899a5b5c3694a870c3-1488304&mtd=1,1.42 MB,1,1488977.92,1488304.0,-673.9199999999255,-0.0
436,539,,国家为什么会失败 中英对照 .pdf,,,0,402712-220089025,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220089025&passcode=2021&token=false&r=0.8046694995578975&ref=,https://176-ctc-dd.tv002.com/down/cea9a28c4cc925875d5f11a61aa77ad4/%E5%9B%BD%E5%AE%B6%E4%B8%BA%E4%BB%80%E4%B9%88%E4%BC%9A%E5%A4%B1%E8%B4%A5%20%E4%B8%AD%E8%8B%B1%E5%AF%B9%E7%85%A7%20.pdf?cts=dx-f-D1A34A144A110Fc748e&ctp=1A34A144A110&ctt=1619204812&limit=1&spd=35000&ctk=cea9a28c4cc925875d5f11a61aa77ad4&chk=df617ef502cc5202a49cd93b08c6fc2d-13982467&mtd=1,13.33 MB,1,13977518.08,13982467.0,4948.9199999999255,0.0
437,540,,哈佛中国史 套装6册 卜正民.pdf,,,0,402712-220090566,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220090566&passcode=2021&token=false&r=0.5596497753716404&ref=,https://176-ctc-dd.tv002.com/down/6fae3b079523e5405ba87f21a4357b15/%E5%93%88%E4%BD%9B%E4%B8%AD%E5%9B%BD%E5%8F%B2%20%E5%A5%97%E8%A3%856%E5%86%8C%20%E5%8D%9C%E6%AD%A3%E6%B0%91.pdf?cts=dx-f-D1A34A144A110F5efb1&ctp=1A34A144A110&ctt=1619204814&limit=1&spd=35000&ctk=6fae3b079523e5405ba87f21a4357b15&chk=0a9c9a925e231b64f6d706a8bbbddfe7-44835332&mtd=1,42.76 MB,1,44837109.76,44835332.0,-1777.7599999979138,-0.0
438,542,,何伟三部曲套装.pdf,,,0,402712-220092048,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220092048&passcode=2021&token=false&r=0.8238006069185141&ref=,https://176-ctc-dd.tv002.com/down/1f060c55666bdcadc7d552943dc0ff65/%E4%BD%95%E4%BC%9F%E4%B8%89%E9%83%A8%E6%9B%B2%E5%A5%97%E8%A3%85.pdf?cts=dx-f-D1A34A144A110F0ad83&ctp=1A34A144A110&ctt=1619204821&limit=1&spd=35000&ctk=1f060c55666bdcadc7d552943dc0ff65&chk=3dd8c7fe9c4e293ef1ed9c584f421c67-7833660&mtd=1,7.47 MB,1,7832862.72,7833660.0,797.2800000002608,0.0
439,543,,格拉德威尔经典系列异类 眨眼之间 引爆点 逆转 大开眼界 套装共5册 .pdf,,,0,402712-220092654,https://webapi.ctfile.com/getfile.php?path=file&f=402712-220092654&passcode=2021&token=false&r=0.46009813567132685&ref=,https://176-ctc-dd.tv002.com/down/8dbe6d7dcfd415debb1711ae9af6ac5b/%E6%A0%BC%E6%8B%89%E5%BE%B7%E5%A8%81%E5%B0%94%E7%BB%8F%E5%85%B8%E7%B3%BB%E5%88%97%E5%BC%82%E7%B1%BB%20%E7%9C%A8%E7%9C%BC%E4%B9%8B%E9%97%B4%20%E5%BC%95%E7%88%86%E7%82%B9%20%E9%80%86%E8%BD%AC%20%E5%A4%A7%E5%BC%80%E7%9C%BC%E7%95%8C%20%E5%A5%97%E8%A3%85%E5%85%B15%E5%86%8C%20.pdf?cts=dx-f-D1A34A144A110F002f2&ctp=1A34A144A110&ctt=1619204823&limit=1&spd=35000&ctk=8dbe6d7dcfd415debb1711ae9af6ac5b&chk=639a5aa81578ce56f780e2c3c5bcb411-5699649&mtd=1,5.44 MB,1,5704253.44,5699649.0,-4604.44000000041,-0.0
